event_id,day_of_conflict,date,event_domain,event_type,health_category,insult,counted,audit_action,audit_note,data_confidence,country,location_name,source_file,event_description
EVT-0548,55,2026-04-23,HUMANITARIAN,humanitarian,access_disruption,True,True,reclassified,Medical-supply cargo seized under blockade - access/supply-chain insult,HIGH,,,timeline-events.json,Iranian Red Crescent: US-seized cargo ship was carrying 'lifesaving medical supplies': The Iranian Red Crescent issued a statement on Apr 23 claiming that a cargo ship seized earlier in the week by the US was reportedly carrying 'lifesaving medical supplies.' The claim could not be independently verified. CNN separately reported multiple oil spills visible from space following strikes on oil facilities and ships during the broader conflict — an emerging environmental dimension to the Hormuz crisis.
EVT-0559,56,2026-04-24,RETALIATION,retaliation,system_report,False,False,rule,,HIGH,,,timeline-events.json,"IDF kills 6 Hezbollah in Bint Jbeil; 2 civilians killed in Touline air strike: IDF said it 'eliminated' 6 Hezbollah fighters in Bint Jbeil exchange of fire. Lebanese Health Ministry reported 2 killed in Israeli air strike on Touline; several wounded in Yater artillery strike. IDF struck Hezbollah rocket launchers in Yater and Kafra. Hezbollah announced shootdown of an Israeli drone and an attack on an IDF APC in Ramyah. Netanyahu: Israel maintains 'full freedom of action against any threat.' Total Lebanese toll since Mar 2: 2,491 killed / 7,719 wounded."
EVT-2301,56,2026-04-24,RETALIATION,missile_attack,system_report,False,False,rule,,HIGH,Lebanon,"Touline, southern Lebanon",strikes-retaliation.json,"Touline, southern Lebanon: IDF airstrike — Lebanese Health Ministry: 2 KILLED in Israeli air strike on the southern town of Touline. Several wounded in separate Israeli artillery attack on Yater."
EVT-0573,57,2026-04-25,RETALIATION,retaliation,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Israeli strikes kill 4 in Yohmor al-Shaqeef; IDF intercepts 'suspicious aerial target' in south Lebanon: Lebanese Health Ministry reported two Israeli strikes — on a truck and on a motorbike — in Yohmor al-Shaqeef (Nabatieh district) killed four people. The IDF separately confirmed it intercepted a 'suspicious aerial target' in southern Lebanon that 'never crossed into Israeli territory.' These follow the Apr 23 three-week truce extension; Hezbollah has dismissed the extension as 'meaningless.' Cumulative Lebanese MoPH toll Apr 24 stood at 2,491 K / 7,719 W; running total adjusts to 2,495 K with Apr 25 additions."
EVT-0633,62,2026-04-30,HUMANITARIAN,humanitarian,workforce_harm,True,True,rule,,HIGH,,,timeline-events.json,"Lebanon 'Black Wednesday' — 28 killed in southern Lebanon Israeli strikes: Israeli airstrikes across southern Lebanon killed at least 28 people in 24h, including 2 Lebanese army soldiers, 3 paramedics, and members of two families. Reuters/CNN cited 9 killed Apr 30; Lebanese NNA cited 14; Al Jazeera updated to 28 over 24h."
EVT-0638,63,2026-05-01,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Israel kills 10-12 in Lebanon strikes despite Apr 17 ceasefire: Israeli airstrikes on Habboush (6 killed incl. woman + child, 8 wounded) and three other southern villages (4 killed) — total 10-12 killed. Hezbollah fired drones/rockets; 2 IDF soldiers lightly wounded near Margaliot. Lebanese MoPH cumulative since Mar 2: 2,618 killed, 8,094 wounded."
EVT-0648,64,2026-05-02,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Lebanese MoPH: cumulative 2,659 killed / 8,183 wounded since March 2: Lebanese Ministry of Public Health updated cumulative toll: 2,659 killed (+41 in 24h) and 8,183 wounded since outbreak Mar 2. Among May 1–2 deaths confirmed in NNA reports: at least one woman, multiple children injured (Habboush). Over 1M displaced (UN/UNRWA)."
EVT-2322,64,2026-05-02,RETALIATION,missile_attack,system_report,False,False,rule,,HIGH,Lebanon,"Southern Lebanon (multi-locale: Shoukine, Kfar Dajjal, Lwaizeh, Habboush, Nabatieh, Tyre district)",strikes-retaliation.json,"Southern Lebanon (multi-locale: Shoukine, Kfar Dajjal, Lwaizeh, Habboush, Nabatieh, Tyre district): Air strike series + drone strikes — 41 killed in 24h per Lebanese MoPH cumulative — Shoukine (3), Kfar Dajjal (2 in car strike), Lwaizeh (3 in home), Shoukin (2), Sammaiyeh / Tyre district (3). IDF: 'approximately 70 military structures and approximately 50 Hezbollah infrastructure sites were dismantled across several areas.'"
EVT-0655,65,2026-05-03,MILITARY,military,system_report,False,False,rule,,HIGH,,,timeline-events.json,"IDF issues forced-displacement orders for villages NORTH of Litani — first major geographic expansion since 17 Apr Lebanon ceasefire: IDF Arabic-spokesman Avichay Adraee posts evacuation order on X covering 10+ villages, several in Nabatieh District north of the Litani River. Residents told to move 'at least 1,000 metres' into open areas. Lebanese officials revise displacement figure to 1.6 million (>25% of population). Lebanese MoPH cumulative reaches 2,679 killed / 8,229 wounded, with 20 killed and 46 wounded on 03 May alone. Codifies emergence of Lebanon as principal active theater; sets up 04 May escalation to first-class dashboard treatment."
EVT-0660,66,2026-05-04,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Lebanon MoPH cumulative passes 2,696 killed / 8,264 wounded as IDF strikes 20+ Hezbollah sites: Lebanese MoPH (via NNA): 2,696 killed, 8,264 wounded since 2 March (+37 killed, +81 wounded vs 03 May). IDF strikes Deir Siryan-Zawtar, Kounine (Bint Jbeil), Baraachit, Kafra, Jannata, Deir Qanoun al-Nahr, Kharayeb (Zahrani). Netanyahu (at IDF senior command conference 04 May): 'We are striking now — in the security zone, north of the security zone, and north of the Litani… We are on the way to disarming Hezbollah… [Hezbollah] has about 10% of the missiles it had at the beginning of the war.' Two missions remain. Lebanese President Aoun: cited Litani-bridge strikes as 'prelude to ground invasion.' Lebanese-Israeli talks (Israel-requested 2-3 week deadline) deteriorating. Confirms Lebanon as principal active kinetic theater."
EVT-0667,67,2026-05-05,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Lebanese MoPH cumulative toll surpasses 2,700 killed / 8,311 wounded since 2 March: Lebanese Ministry of Public Health reports cumulative casualties have exceeded 2,700 killed and 8,311 wounded. UNHCR notes 380 Lebanese killed since the April 17 Israel-Lebanon ceasefire 'took effect' — i.e., post-ceasefire violations remain at scale. Despite formal ceasefire, IDF strikes have continued daily in southern Lebanon and the Beqaa Valley."
EVT-2334,67,2026-05-05,RETALIATION,missile_attack,system_report,False,False,rule,,HIGH,UAE,Strait of Hormuz off Dubai,strikes-retaliation.json,"Strait of Hormuz off Dubai: Cruise missile (per CBS citing US officials) — Several crew injured, evacuated for medical care"
EVT-0675,68,2026-05-06,RETALIATION,retaliation,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Israel breaks Lebanon ceasefire — IDF strike on Beirut Dahiyeh kills Hezbollah Radwan commander Ballout: Israeli airstrike on southern Beirut suburbs (Haret Hreik / Ghobeiri) killed Ahmed Ghaleb Ballout (also rendered Malek Ballout per AFP/Hezbollah-adjacent), Operations Commander of Hezbollah's elite Radwan Force, plus Nasr regional intel chief Muhammad Ali Bazi and Aerial Defense Chief Hussein Hassan per IDF. First Beirut strike since the April 17 Lebanon ceasefire. PM Netanyahu/DM Katz announced action; coordinated in advance with US (per Israeli source to CNN). 11+ killed in concurrent strikes across south/east Lebanon May 6-7. IDF says 220+ Hezbollah killed in past few weeks (85 in past week). Lebanese MoPH cumulative since Mar 2: 2,727 killed / 8,438 wounded (CNN/MoPH May 7; +31/+174 since May 4)."
EVT-0680,69,2026-05-07,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"WHO: 152 attacks on healthcare in Lebanon, 103 deaths, 241 injuries since conflict started: WHO Director-General Tedros (May 6 statement, surfaced May 7): 152 attacks on healthcare verified in Lebanon resulting in 103 deaths and 241 injuries since the conflict started; 3 hospitals + 41 primary health centers closed; 16 hospitals damaged. Lebanese MoPH cumulative since Mar 2: 2,727 killed / 8,438 wounded (CNN/MoPH May 7; +31 killed, +174 wounded since May 4 floor 2,696/8,264); 177 children killed."
EVT-0700,71,2026-05-09,RETALIATION,retaliation,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Israel kills at least 24 in Lebanon Saturday; widest strike radius since Apr 17 ceasefire: Lebanese MoPH: 24+ killed across south Lebanon and Beirut–Sidon coastal highway including 7 in Saksakieh (1 child + 15 wounded), 3 in Saadiyat, 3 in Haboush, 3 in Nahrain, plus a Syrian father and his 12-year-old daughter killed in a triple-tap drone strike in Nabatieh. Hezbollah responded with multiple drone/rocket attacks on northern Israel and Misgav Am; 1 IDF reservist severely wounded, 2 moderately. Euronews (May 10) raised Saturday south-Lebanon toll to 39. Negotiations between Israel and Lebanon scheduled for May 14–15 in Washington despite Lebanese demand for cessation of strikes first."
EVT-0706,71,2026-05-09,STRIKE,military,system_report,False,False,rule,,HIGH,,,timeline-events.json,"WSJ: Israel ran secret airbase in Iraqi western desert during air campaign on Iran: Wall Street Journal reports IDF built a secret base in the Iraqi desert to support its Iran air campaign, and even struck Iraqi forces who came close to discovering it in early March (Iraq attributed those strikes to the US at the time). Baghdad has not yet officially responded. Material increase in scenario's intelligence-thread and US-Iraq relations risk."
EVT-0717,72,2026-05-10,RETALIATION,retaliation,system_report,False,False,rule,,HIGH,,,timeline-events.json,IDF 91st Division strikes 40+ Hezbollah sites over weekend; Hezbollah hits Iron Dome battery with drone: IDF press service: 91st 'Galilee' Division struck 'more than 40 terror infrastructure sites and eliminated more than 10 Hezbollah terrorists' over the weekend in southern Lebanon (Worthy Christian News claims 'over 100 terrorists'; IDF official figure is 10+). Hezbollah released video showing drone strike on Iron Dome battery in northern Israel. Sirens sounded near Lebanon border. Lebanese MoPH: 36 killed in past 24h per Sunday count. IDF intercepted suspicious aerial targets in two separate Sunday incidents without triggering broader sirens.
EVT-0723,73,2026-05-11,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Lebanon MoPH refreshed: 2,869 killed since Mar 2; 74 killed in last 3 days: Lebanese Ministry of Public Health, via Reuters/Detroit News, refreshed cumulative toll to 2,869 killed since March 2 (incl. 584 medics/women/minors); 74 killed in the last 3 days. UN reports ≥103 medical workers killed cumulative. President Aoun met US Ambassador Michel Issa May 11; urged US pressure on Israel to halt strikes and demolitions in south Lebanon. IDF spokesman Avichay Adraee issued evacuation orders for Deir al-Zahrani, Jarjouh, Sajjad (Jezzine district)."
EVT-0726,73,2026-05-11,STRIKE,military,workforce_harm,True,True,rule,,HIGH,,,timeline-events.json,"IDF orders evacuation of Deir al-Zahrani, Jarjouh, Sajjad (Jezzine district): IDF Arabic-language spokesman Avichay Adraee posted evacuation orders on X for the southern-Lebanon villages of Deir al-Zahrani, Jarjouh, and Sajjad (Jezzine district). Comes 24h after May 10 strikes killed 23 Lebanese including 2 Islamic Health Committee paramedics in Qalaway and Tibnin."
EVT-2347,75,2026-05-13,MILITARY,ground_operations,system_report,False,False,rule,,HIGH,Lebanon,South Lebanon (Litani buffer zone),strikes-retaliation.json,South Lebanon (Litani buffer zone): IDF Golani Recon ground forces — UNVERIFIED — Lebanon MoPH bulletin not refreshed by morning GMT cutoff
EVT-2364,81,2026-05-19,STRIKE,airstrike,system_report,False,False,rule,,HIGH,Lebanon,Southern Lebanon (multi-locale),strikes-retaliation.json,"Southern Lebanon (multi-locale): Airstrikes across southern Lebanon — At least 19 killed, including four women and three children (Lebanon Health Ministry); cumulative Lebanese dead since March 2 exceeds 3,020. One IDF soldier — Sgt. Sapir — killed in combat in southern Lebanon, the 8th IDF soldier KIA since the April 16 ceasefire and the 21st since hostilities began."
EVT-0818,82,2026-05-20,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Israeli strikes kill 8 in southern Lebanon, 3 women and 3 children among dead: Israeli airstrikes on Doueir, Tibnin, and Burj Shemali in the Tyre district of southern Lebanon killed 8 people, including 3 women and 3 children, per the Lebanon Health Ministry. The IDF said it struck 30+ Hezbollah targets. The cumulative Lebanese death toll since March 2 reached 3,073, with 9,362 wounded and more than 1.6M displaced."
EVT-2365,82,2026-05-20,STRIKE,airstrike,system_report,False,False,rule,,HIGH,Lebanon,"Doueir, Tibnin, Burj Shemali (Tyre district, southern Lebanon)",strikes-retaliation.json,"Doueir, Tibnin, Burj Shemali (Tyre district, southern Lebanon): Airstrikes across the Tyre district of southern Lebanon — 8 killed, including 3 women and 3 children (Lebanon NNA / Lebanese Health Ministry). Cumulative Lebanese death toll 3,073 since March 2, with 9,362 wounded and 1.6M+ displaced."
EVT-0870,87,2026-05-25,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Lebanese MoPH May 25: 3,185 killed / 9,633 wounded — +62 over May 23-25 weekend: Lebanese Ministry of Public Health cumulative since March 2: 3,185 killed / 9,633 wounded. May 23 (Saturday): 3,123 killed / 9,506 wounded — at least 20 newly killed (5 at Al-Baqbouq north of Tyre, 9 at Sir al-Gharbiya in Nabatieh district, 1 at al-Rafid in Rashaya al-Wadi); one IDF major also killed. May 23-25 weekend toll: +62 killed. War-to-date breakdown: 123 medics, ≥210 children, nearly 300 women among the dead. Hezbollah losses: internal Hezbollah sources say 1,000+ fighters killed; IDF claims 1,700 killed."
EVT-0896,92,2026-05-30,RETALIATION,retaliation,system_report,False,False,rule,,HIGH,,,timeline-events.json,"+1 IDF KIA in southern Lebanon; PM Salam accuses Israel of 'scorched-earth policy': One additional IDF soldier (age 21) was killed in southern Lebanon May 30 in combat operations (four wounded). NPR (May 30) reported the Lebanese Health Ministry's running tally at ≥3,300 killed since the war began (~20% women, children, medics). UN peacekeepers said Israel launched 3,000+ strikes in southern Lebanon 'since last Sunday' versus 187 by Hezbollah and allies. Lebanese PM Nawaf Salam (May 30) accused Israel of pursuing a 'scorched-earth policy.'"
EVT-0902,93,2026-05-31,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Lebanese MoPH May 31: 3,412 killed / 10,269 wounded / 127 healthcare workers killed: The Lebanese Ministry of Public Health's May 31 bulletin recorded a cumulative tally of 3,412 killed, 10,269 wounded, and 127 healthcare workers killed since the Lebanon war began. The +112 daily delta versus Day 92's NPR-cited ≥3,300 baseline reflects continued intense Israeli strikes on southern Lebanon and the Beirut periphery across the weekend; UN peacekeepers had said Israel launched 3,000+ strikes 'since last Sunday' versus 187 by Hezbollah and allies."
EVT-0909,94,2026-06-01,HUMANITARIAN,humanitarian,facility_attack,True,True,rule,,HIGH,,,timeline-events.json,"Israeli strike near Tyre hospital; UN 'deeply alarmed,' WFP warns of emergency: An Israeli strike hit near a hospital in Tyre on June 1. The UN said it was 'deeply alarmed,' and the World Food Programme warned of a 'deepening humanitarian emergency' in Lebanon. The Lebanese Health Ministry's June 1 cumulative was reported at 3,355 killed; the June 2 bulletin recorded 3,433 killed / 10,395 wounded since March 2."
EVT-0911,95,2026-06-02,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Lebanese MoPH June 2: 3,433 killed / 10,395 wounded: The Lebanese Ministry of Public Health's June 2 bulletin recorded a cumulative 3,433 killed and 10,395 wounded since the Lebanon war began on March 2 — up +21 killed and +126 wounded from the May 31 tally of 3,412 / 10,269, reflecting the intense June 1 fighting around Beaufort Castle, Dahiyeh, and Tyre. (A June 1 figure of 3,355 had circulated but sat below the May 31 bulletin and is flagged for reconciliation.)"
EVT-0969,112,2026-06-19,RETALIATION,retaliation,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Lebanon's deadliest post-MOU day: at least 47 killed, 4 IDF soldiers KIA: June 19 was the deadliest day on the Lebanon front since the MOU. Hezbollah struck an IDF tank near the Ali al-Taher hilltop overlooking Nabatieh, killing four Israeli soldiers, saying it was responding to Israeli ceasefire violations; Israel struck 'Hezbollah infrastructure' in Nabatieh, the Bekaa Valley (Douris) and elsewhere, and the Lebanese Health Ministry reported at least 47 killed (an earlier overnight count was 18). Netanyahu ordered the IDF to strike 'with full force.'"
EVT-2394,112,2026-06-19,RETALIATION,rocket_attack,system_report,False,False,rule,,HIGH,Lebanon,"Nabatieh, Bekaa Valley (Douris) & Southern Lebanon / Ali al-Taher",strikes-retaliation.json,"Nabatieh, Bekaa Valley (Douris) & Southern Lebanon / Ali al-Taher: Israeli airstrikes; Hezbollah ATGM/rocket/drone fire — Jun 19: at least 47 killed in Lebanon (Lebanese Health Ministry; earlier overnight count 18) + 4 IDF soldiers killed (Hezbollah strike on a tank near Ali al-Taher); Jun 20: at least 7 killed (incl. 2 children) near Nabatieh"
EVT-1004,132,2026-07-09,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,Iran reports 14 killed; further US strikes; Gulf allies hit: Iran's Health Ministry (Hossein Kermanpour) said US strikes on Jul 8-9 across five provinces killed 14 and injured 78; the Iranian Army separately reported 8 military personnel killed at Bandar Abbas/Bushehr. CENTCOM completed a further ~90-target wave. Iran again struck US-allied Gulf states.
EVT-1012,140,2026-07-17,RETALIATION,retaliation,wash_disruption,False,False,excluded,US KIA event; Bonji desalination mention duplicates strike-file record EVT-1854,HIGH,,,timeline-events.json,"First US combat deaths since March at Muwaffaq Salti: An Iranian ballistic-missile strike on Muwaffaq Salti Air Base, Jordan, killed three US soldiers (Feehan, Gonzales, Rampersad; 4 medevac'd). A 7th consecutive US strike night hit bridges, a tunnel and the Bonji desalination plant, cutting water to ~10,000 people. A strike in Erbil killed ≥9 at a Komala facility; a child was wounded by debris in Doha."
EVT-1019,140,2026-07-17,HUMANITARIAN,humanitarian,wash_disruption,True,True,merged_canonical,[kuwait-desal-jul] Same incident: Kuwaiti power-and-desalination plants struck Jul 17-18 (timeline + strike-file rows),HIGH,,,timeline-events.json,"Iran sets two Kuwaiti power-and-desalination plants ablaze: Iranian Shahed drones and missiles struck two Kuwaiti power-and-desalination plants near Mina Abdullah on consecutive days (July 17-18), setting them ablaze and injuring firefighters and a worker. Kuwait relies on desalination for roughly 90 percent of its drinking water; the strikes marked a shift toward hitting host-nation civilian infrastructure rather than US bases alone."
EVT-1854,140,2026-07-17,STRIKE,airstrike,wash_disruption,True,True,rule,,MEDIUM,Iran,"Jask, Hormozgan",strikes-iran.json,"Jask, Hormozgan: Bonji desalination plant intake station"
EVT-2417,140,2026-07-17,RETALIATION,missile_attack,wash_disruption,True,False,merged_duplicate,[kuwait-desal-jul] Same incident: Kuwaiti power-and-desalination plants struck Jul 17-18 (timeline + strike-file rows),HIGH,Kuwait,Kuwait (Mina Abdullah area / desalination-power plants),strikes-retaliation.json,Kuwait (Mina Abdullah area / desalination-power plants): Shahed drones + missiles — Firefighters and a worker injured; unspecified military personnel injured
EVT-1048,169,2026-08-15,HUMANITARIAN,humanitarian,system_report,False,False,rule,,HIGH,,,timeline-events.json,"Israeli strikes kill at least 11 in south Lebanon — deadliest since the June framework: Israeli air strikes killed at least 11 and wounded 19 in southern Lebanon (7 killed at Ansar, including 3 children; 4 killed at Deir ez-Zahrani), the Lebanese Health Ministry said. Israel said it hit Hezbollah infrastructure in a 'security zone' after Hezbollah explosive-drone attacks along the Ali al-Taher ridge seriously wounded three Israeli troops. Hezbollah urged Beirut to abandon US-mediated talks and warned of an 'appropriate response'; President Aoun called the strikes a 'clear message' aimed at the negotiations. Cumulative Lebanon toll since Mar 2: at least ~4,300."
EVT-3304,170,2026-08-16,HUMANITARIAN,infrastructure_damage,system_report,False,False,rule,,HIGH,,,infrastructure.json,"Iran infrastructure: 115,000+ civilian buildings damaged; 309 health facilities + 42 ambulances damaged (IRCS); 7 Iranian hospitals evacuated; 700+ educational facilities damaged, 30+ universities struck; 120+ historical sites reported damaged; partial power blackouts confirmed in Tehran and Karaj by Iran's energy minister; Pasteur Institute (Iran's premier public health facility, inoperable), Khatam-al-Anbia and Gandhi hospitals damaged; Delaram Sina Psychiatric Hospital, Tofigh Daru pharmaceutical, Shahid Mutahhari Hospital destroyed. Bushehr NPP: no new strikes Apr 16-17; Apr 4 projectile strike (4th incident) killed one physical-protection staffer and damaged an auxiliary building — no radiation increase. Iran submitted incidents via INFCIRC/1353 Apr 9. IAEA DG Grossi remains 'deeply concerned' and continues invoking the 'Seven Indispensable Pillars.' AEOI head Eslami refuses inspections of struck facilities pending codified protocols for 'internationally protected facilities subjected to military attacks.' Mahshahr Petrochemical Zone struck Apr 4 (5 killed, 170 injured). All Iranian ports blockaded since Apr 13; Iran's National Petrochemical Co suspended all petrochemical exports 'until further notice' Apr 15. ICRC delivered its first shipment into Iran Apr 14 — 171 metric tonnes via 14 trucks from Jordan, serving ~25,000 people (first since war start). Lebanon (Lebanese MoPH via WAFA/Al Jazeera Apr 17): 2,167-2,196 killed / 7,061 wounded; 172 children, 250+ women, 93 health workers killed. WHO Lebanon: 133 attacks on healthcare; 80+ health-worker deaths; 55 primary care centers and 6 hospitals closed; 14 hospitals damaged. OCHA Lebanon flash appeal seeks $308.3M through May. UNHCR reports 202,477+ cross-border flows from Lebanon into Syria since Mar 2 (incl. 27,343 Lebanese nationals). UNICEF Rapid Response Mechanism in Lebanon has reached 188,155 IDPs across 360+ shelters. Qaaqaiyet el Jisr and Delaffi bridges plus Litani crossings destroyed — isolating the south. 472 schools repurposed as shelters. Sultaniye power station damaged; water pipelines in Marjaayoun hit. Battle of Bint Jbeil: IDF 98th Division consolidated the sector — Apr 16 Egoz Unit raid on Hezbollah 'combat compound' in Aynata casbah seized RPGs, Kalashnikovs, grenades, an anti-aircraft missile, and surveillance gear; IDF demolished ~70 Hezbollah infrastructure sites in under a minute via coordinated detonation. Separately IDF recovered 130+ weapons stashed in a Bint Jbeil school alongside Hezbollah flags. Cumulative Bint Jbeil toll: 100+ Hezbollah fighters killed. IDF strike on Nabatieh Apr 16. Lebanon ceasefire effective 5:00 PM ET Apr 16; tens of thousands of IDPs began moving southward Apr 17 despite IDF spokesman Adraee's warning not to return south of the Litani yet. WHO Flash Appeal $30M for 5 most-affected countries (incl. $10M for Lebanon). WHO Lebanon mobilized 60+ tonnes of medical supplies since Mar 18 via EU Humanitarian Airbridge. Displacement: Lebanon >1.2M internal (~20% of population); Iran up to 3.2M IDPs (UNHCR Mar 12, likely stale); 4.4M Afghan refugees at elevated risk. Source: WHO / IRCS / IAEA / OCHA / UNHCR / HRANA / UNICEF / Hengaw / NBC News / Lebanese MoPH / WAFA / Al Jazeera / ICRC."
EVT-3311,170,2026-08-16,HUMANITARIAN,infrastructure_damage,system_report,False,False,rule,,HIGH,,,infrastructure.json,"Bonji (Jask) desalination plant intake station destroyed July 17; ~10,000 people across 20 villages lost drinking water. Kuwait, which relies on desalination for ~90% of its drinking water, saw two power+desalination plants set ablaze by Iranian strikes July 17-18. ACLED logged ≥21 civilian-infrastructure strikes in July (bridges, rail, telecom, water/desalination)."
